# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.756692719492309,1.0708738974729866,-164.32145420584027,0,2.0,-0.06796135208700561,180.0,0.0,0.0
 0.10950975103768193,14.745146534558005,1.067633075790386,-164.32145420584027,0.21901950207536383,1.9999999999999998,-0.06796135208700561,180.0,-1.0313445546413582,0.0
 0.1546716803961733,14.73365688869353,1.0644181975314089,-164.36803171576128,0.30934336079234653,1.9999999999999993,-0.06909861289387682,180.0,-1.3648710675263538,0.0
 0.18919110064906258,14.722223359679019,1.061229156729785,-164.41514627373223,0.3783822012981251,2.0,-0.07024950117921021,180.0,-1.6438740019074845,0.0
 0.218180339172239,14.710845525294614,1.0580658474192435,-164.46280092927557,0.43636067834447795,2.0,-0.07141400781415828,180.0,-1.8944024355687161,0.0
 0.2436225270043456,14.699522963320451,1.054928163633515,-164.5109986718709,0.48724505400869117,2.0,-0.07259211660075711,180.0,-2.1272788576003094,0.0
 0.26653619256229116,14.688255251536672,1.0518159994063292,-164.55974242816242,0.5330723851245822,1.9999999999999976,-0.07378380356174435,180.0,-2.3482674412283013,0.0
 0.28752725609096025,14.677041967723417,1.0487292487714155,-164.6090350592036,0.5750545121819204,2.0,-0.07498903658565538,180.0,-2.560868852048442,1.4602326195209305e-12
 0.3069910792178046,14.66588268966082,1.0456678057625037,-164.65887935759088,0.6139821584356091,2.0,-0.07620777554304972,180.00000000000003,-2.767394179861852,-1.5606373498728884e-12
 0.32520268323504725,14.654776995129023,1.0426315644133237,-164.70927804455417,0.6504053664700944,2.0,-0.07743997156912226,180.0,-2.9694609036967012,0.0
 0.3423626069132269,14.64372446190816,1.0396204187576055,-164.7602337670269,0.6847252138264537,2.0,-0.0786855671731539,180.0,-3.168251169095697,0.0
 0.3586224691695935,14.632724667778376,1.0366342628290786,-164.81174909463002,0.717244938339187,2.0000000000000067,-0.07994449598849825,180.0,-3.364658342804799,0.0
 0.37410024335040065,14.62177719051981,1.0336729906614728,-164.8638265166555,0.7482004867008013,2.0,-0.08121668157524475,180.0,-3.5593757327395443,0.0
 0.3888898936324611,14.610881607912594,1.0307364962885184,-164.91646843896515,0.7777797872649223,2.0,-0.08250203881889048,180.0,-3.7529531005680394,2.004658234802114e-12
 0.40306772651039785,14.600037497736873,1.0278246737439443,-164.96967718082377,0.8061354530207956,1.9999999999999922,-0.0838004720184172,180.00000000000003,-3.945834174730143,-2.0853841406988756e-12
 0.41669673081503356,14.589244437772784,1.024937417061481,-165.02345497177654,0.833393461630067,2.0,-0.085111875687397,180.0,-4.138382393747109,0.0
 0.42982963431098553,14.578502005800464,1.0220746202748578,-165.07780394838298,0.859659268621971,2.0,-0.08643613358237402,180.0,-4.330899098218623,0.0
 0.44251111252858866,14.56780977960005,1.0192361774178047,-165.13272615095966,0.8850222250571772,2.0,-0.08777311878985898,180.0,-4.5236366920531506,0.0
 0.4547794207698359,14.55716733695169,1.0164219825240515,-165.1882235202692,0.9095588415396717,2.0,-0.08912269333877379,180.0,-4.716808370945455,-2.390749063147481e-12
 0.4666676234543059,14.546574255635514,1.0136319296273282,-165.2442978942068,0.9333352469086117,2.0,-0.09048470816348561,179.99999999999997,-4.910595432623365,2.463545534051589e-12
 0.47820453602099233,14.536030113431664,1.0108659127613642,-165.30095100436333,0.9564090720419846,2.0,-0.09185900235886357,180.0,-5.105152877857183,0.0
 0.48941545754512855,14.525534488120279,1.0081238259598895,-165.3581844726457,0.978830915090257,2.0,-0.09324540325607063,180.0,-5.300613741459353,0.0
 0.5003227482817545,14.515086957481495,1.0054055632566339,-165.41599980780634,1.000645496563509,2.00000000000001,-0.09464372579102819,180.0,-5.497092495774133,0.0
 0.5109462904890035,14.504687099295454,1.0027110186853272,-165.47439840195236,1.021892580978007,2.0,-0.09605377281033434,180.0,-5.694687752142447,2.7440519697962433e-12
 0.5213038601499435,14.494334491342293,1.000040086279699,-165.53338152704248,1.042607720299887,2.0,-0.09747533443556687,180.00000000000003,-5.893484421278246,-2.8119231830966896e-12
 0.5314114298023633,14.484028711402154,0.997392660073479,-165.592950331326,1.0628228596047267,2.0,-0.0989081874264955,180.0,-6.0935554647679195,-2.879026023747482e-12
 0.5412834174801298,14.473769337255172,0.9947686341003974,-165.653105835788,1.0825668349602595,2.0,-0.10035209571592539,179.99999999999997,-6.29496331611229,0.0
 0.5509328930528069,14.463555946681486,0.9921679023941838,-165.7138489305377,1.1018657861056136,1.999999999999977,-0.1018068096523365,179.99999999999997,-6.497761051130843,6.022277466729378e-12
 0.5603717505572717,14.453388117461236,0.989590358988568,-165.7751803711974,1.1207435011145432,2.0,-0.10327206582806955,180.00000000000003,-6.701993352382408,-3.076241353918387e-12
 0.5696108531375038,14.44326542737456,0.9870358979172794,-165.83710077527206,1.1392217062750074,2.0,-0.10474758690640079,180.0,-6.907697310120762,0.0
 0.5786601557385255,14.4331874542016,0.9845044132140485,-165.89961061850764,1.1573203114770507,2.0,-0.10623308121339213,180.0,-7.114903086827502,0.0
 0.5875288095949118,14.423153775722488,0.9819957989126045,-165.96271023120644,1.1750576191898234,2.0,-0.10772824268104676,180.0,-7.323634480486913,0.0
 0.5962252517141637,14.41316396971737,0.9795099490466773,-166.02639979456856,1.1924505034283273,2.0,-0.10923275067272702,180.0,-7.533909395554971,0.0
